144.7488; 146.0099
147.3498; 146.0099
147.3892; 148.6897
147.3892; 148.5320
149.9507; 151.0936
149.9507; 151.0936
149.9113; 148.4926
147.3892; 146.0493
142.2660; 140.9655
139.7832; 138.4039
134.5813; 133.3596
129.3793; 128.2365
124.3350; 123.1921
116.7291; 115.6256
111.5665; 105.5369
101.3596; 97.8522
93.6749; 87.7636
83.3892; 80.0788
73.2217; 69.9902
65.4975; 62.3842
57.8916; 54.7783
50.1281; 47.1724
42.5222; 39.6059
34.0887; 33.7340
28.9655; 26.1675
23.8030; 21.1232
18.7192; 18.5616
18.7192; 16.0394
18.7586; 16.0394
18.7586; 16.0394
18.7192; 16.0394
18.7192; 16.0394
18.7586; 18.6010
21.3202; 21.0837
23.8424; 28.6502
31.4877; 33.7340
37.3990; 39.6059
42.5222; 44.6897
47.6059; 49.6552
52.7291; 57.3399
60.4138; 62.3448
65.4581; 67.3892
70.6995; 75.0739
75.7833; 80.0788
83.3103; 85.1626
88.5517; 92.8079
96.1970; 100.4532
101.3596; 105.4581
108.9655; 110.4631
114.0493; 115.7044
119.2512; 120.5911
124.3744; 125.7537
129.4975; 130.7980
132.0591; 133.2808
134.5419; 135.9606
137.1823; 138.4828
139.7439; 138.4039
137.1429; 135.8818
137.1429; 133.3202
132.0591; 128.2365
124.2562; 123.1921
119.2118; 115.5468
111.4877; 107.9409
101.3990; 95.2906
88.5517; 85.2414
78.2266; 72.4729
68.0197; 62.3448
55.3301; 47.1724
39.9606; 31.1724
23.8424; 18.5616
18.7586; 16.0394
18.7192; 16.0394
18.7192; 16.0394
18.7586; 21.0837
23.8424; 28.6502
31.4877; 37.0443
42.4828; 47.0936
50.1281; 54.7783
57.8916; 62.3448
65.5369; 69.9902
73.2611; 77.5567
80.8670; 85.1626
88.5517; 90.2857
93.6355; 97.7734
101.2414; 102.8966
106.4828; 108.0197
111.6059; 115.7044
119.3695; 120.7094
124.2956; 125.6355
126.7783; 128.1971
129.4581; 128.1971
129.4975; 130.7586
132.0197; 130.7980
132.0591; 130.7980
134.5813; 135.8818
137.2217; 138.3645
139.6650; 143.4089
147.3892; 140.8867
144.7094; 140.8867
144.8276; 138.4039
144.7488; 135.8424
137.1823; 130.7980
137.2611; 130.9163
132.1379; 128.3547
132.1774; 125.7143
126.9360; 118.1478
121.7340; 130.7980
137.1429; 118.1872
129.4187; 125.6749
121.8128; 120.7488
116.6108; 97.8128
106.4434; 97.8522
93.6355; 85.2020
80.7882; 69.9507
68.0591; 57.3005
55.2906; 44.6502
42.4828; 31.1724
28.9261; 21.0837
23.8030; 16.0394
172.9655; 16.0394
173.0443; 16.0394
172.9655; 16.0000
21.3202; 21.0837
26.3645; 31.2118
37.4384; 42.1281
52.7291; 54.8177
65.4975; 67.4286
78.3054; 80.0394
88.5911; 92.8079
101.3990; 103.0148
111.5665; 115.7044
121.7734; 118.0690
129.4187; 115.6650
134.6207; 115.5862
121.7340; 115.6256
121.8916; 115.6256
124.3744; 118.2660
129.5764; 118.1872
127.0936; 120.7882
127.0542; 123.2315
129.5370; 123.2709
132.1379; 125.7931
129.6552; 120.7882
121.8916; 123.2315
121.8916; 123.2315
124.4138; 123.2709
124.3744; 125.7931
127.0148; 123.3104
129.4975; 120.7488
127.0148; 130.9951
119.3695; 123.2709
116.7291; 123.3104
114.2069; 115.7044
114.1281; 118.3054
116.8473; 120.8276
121.8128; 125.7537
126.8966; 133.2808
134.6995; 138.5222
137.1429; 140.9655
134.6207; 153.6552
134.6601; 148.6108
131.9803; 146.0099
147.3498; 173.8325
121.8522; 135.9606
119.2512; 130.8768
116.7685; 118.1872
111.5665; 105.4581
96.2365; 92.8079
83.4286; 80.1970
70.6601; 67.4286
55.3301; 52.1773
42.5222; 42.0887
28.9655; 173.8719
21.2414; 173.9113
18.7586; 173.9113
175.3695; 173.9113
18.7192; 173.8325
21.2808; 173.8719
28.9261; 173.7537
45.0443; 54.7783
57.8522; 67.3892
70.6601; 80.1576
83.4680; 92.7291
96.2759; 105.4975
106.4434; 115.6256
119.2906; 123.3104
119.4089; 128.3941
127.0148; 125.8719
119.3301; 120.7882
111.6059; 173.9507
119.2512; 173.9901
172.9655; 173.7537
172.9655; 173.9113
173.0443; 173.8325
172.9261; 173.8719
126.8966; 173.7931
129.4975; 173.9507
134.6601; 173.9901
172.9655; 173.7931
129.5370; 173.8719
142.1872; 173.8325
139.7439; 146.0099
129.4581; 146.0493
132.0591; 151.0542
142.3054; 138.4828
132.1379; 140.9261
150.0296; 141.0049
137.2217; 146.0887
134.5025; 138.4434
132.0591; 133.3596
129.5764; 135.9606
134.5813; 143.4483
139.7439; 138.5222
126.8966; 138.4434
129.6158; 133.3990
137.1823; 140.9655
129.5370; 146.0493
139.8621; 143.4483
139.6650; 138.3251
139.7044; 133.2808
132.0591; 130.9163
137.1823; 130.9163
129.5370; 130.8374
126.9754; 130.9163
129.4581; 133.4384
129.4187; 135.8818
137.1429; 143.4089
127.0148; 138.4828
126.9360; 135.8424
126.8966; 135.9212
139.6650; 133.4384
134.6601; 133.3202
126.8966; 133.2414
126.8966; 133.3990
126.9754; 133.3990
126.8572; 133.3596
126.8177; 133.3202
126.8572; 133.3990
126.8966; 133.3990
126.8966; 133.3596
126.8966; 133.3202
126.8966; 135.9212
129.4581; 135.9212
129.5764; 135.9606
129.4975; 143.4877
129.6158; 138.4039
129.4581; 138.3251
129.4187; 138.3251
137.1823; 138.4039
132.0591; 135.9606
129.4581; 130.7980
129.4187; 135.8030
134.5419; 143.3695
142.2660; 140.8867
139.7044; 138.4039
124.3350; 140.9655
124.4532; 140.9655
121.8128; 141.0443
124.3350; 143.4089
124.3350; 140.9261
124.3350; 143.5271
124.3350; 141.0443
119.2906; 138.3645
114.0493; 135.9212
109.0837; 113.0640
101.3596; 130.9163
93.7143; 95.2906
83.4680; 85.2020
75.8227; 75.1133
65.5369; 67.4286
55.2906; 57.3005
47.5665; 52.1773
39.9606; 37.0443
37.3990; 31.1724
124.3350; 28.6502
126.9754; 28.6897
57.8916; 123.2315
114.2069; 120.7488
124.3744; 107.9803
124.3350; 108.0197
121.8522; 110.5419
121.7734; 120.6305
124.3350; 105.5369
119.3301; 105.4581
119.1330; 115.5468
91.0739; 80.1182
93.6749; 90.2857
121.7340; 92.7685
101.3596; 97.8522
121.7340; 100.4926
106.4828; 102.9754
106.4434; 105.4581
108.9655; 102.9754
106.4039; 102.9360
114.0887; 110.5419
126.8966; 113.0246
119.2118; 115.5862
116.7291; 118.2660
129.4975; 120.6700
121.9705; 120.7094
121.8128; 118.2266
121.8128; 112.9852
124.4138; 115.6256
119.2512; 95.2906
124.3350; 82.6798
116.7685; 75.0345
78.3448; 59.8621
65.5764; 47.1724
47.6847; 37.0443
34.0493; 31.2118
26.3645; 97.8522
23.8424; 102.9360
103.9212; 102.9360
103.8818; 102.9360
103.9212; 102.9360
103.8818; 102.9360
103.8424; 102.8966
106.3645; 100.3744
60.4138; 59.8621
60.3744; 59.7833
55.2906; 64.9064
75.7438; 77.5172
106.4434; 92.8473
111.6059; 100.4532
111.5665; 107.9803
116.7685; 115.6650
121.7734; 115.5862
121.7340; 120.7094
114.0887; 113.1035
114.2069; 115.6650
126.8572; 125.7537
124.3744; 118.2266
126.9360; 115.6650
121.8128; 113.1035
126.9360; 110.5025
121.7734; 110.4237
114.1281; 107.9803
108.9655; 103.0148
111.5665; 97.8522
101.3990; 95.2512
106.4828; 95.2118
98.8374; 87.7241
88.6305; 82.6404
83.3498; 77.5961
80.8670; 69.9902
75.7833; 69.9902
68.0985; 64.8670
62.9360; 59.8227
57.8522; 54.7783
57.8522; 54.7389
55.2906; 52.2562
55.2906; 49.6946
55.2906; 47.1724
172.8473; 47.1330
172.9261; 57.3005
172.8079; 44.5714
60.3744; 173.7537
60.3744; 173.7931
57.8128; 39.5665
172.9261; 37.0443
172.9261; 33.6946
60.3744; 173.7537
172.8473; 33.6552
172.8079; 31.1724
173.0443; 31.1724
172.9261; 31.1724
172.9655; 31.1724
173.0049; 31.2118
173.0049; 31.1724
173.0838; 31.1724
172.8867; 31.1724
172.9261; 31.2118
172.8473; 31.1724
172.8473; 31.2118
57.8522; 31.2118
57.8522; 31.2118
172.8867; 31.1724
172.9261; 31.1724
173.0049; 31.1724
173.0443; 31.2118
172.9655; 31.2118
172.9655; 31.2118
173.0838; 31.1724
172.9261; 31.1724
172.9261; 31.1724
172.8473; 33.7340
173.0049; 33.7340
172.8867; 37.0443
172.9261; 37.0443
172.9261; 37.0443
